mess_id,mess_name,city,food_type,monthly_price,seating_capacity,hygiene_score,taste_score,consistency_score,punctuality_score,avg_rating,total_reviews,complaint_ratio,retention_months,trust_score,veg_days_per_week,special_items_count
a73937de-2645-4aba-bc41-c65a10a9be04,Fresh Plate Mess,Nagpur,veg,2870,48,4.03,4.9,4.12,3.99,4.26,140,0.11,2,3.8,7,2
73bb0bc1-cbf0-49c3-b29a-50b49dfad70a,Annapurna Mess,Mumbai,veg+egg,4317,146,3.45,4.23,2.95,4.08,3.68,28,0.47,2,3.06,6,3
2964e561-2051-4692-88f9-0436daaf6b9d,Student Kitchen,Solapur,veg+nonveg,3313,77,3.57,3.56,3.42,4.01,3.64,158,0.17,11,3.16,7,5
a0c53ac9-8cc7-48bd-a887-fbf0ff8159fd,Green Plate Mess,Mumbai,veg+egg,2412,104,4.34,3.77,3.47,3.93,3.88,26,0.11,6,3.47,6,6
f3b98dae-4d2c-42cc-92ca-a5940a3f4f6e,Green Plate Mess,Nashik,veg+nonveg,3599,102,3.41,4.04,4.37,4.23,4.01,55,0.11,11,3.49,7,2
8b4ad126-d88d-4068-a56e-11e4b7c13dc1,Campus Tiffin,Solapur,veg+nonveg,3128,43,4.29,4.33,3.5,3.3,3.86,40,0.16,2,3.48,5,8
2278da11-5365-41d6-a7c9-4cbce3d0f959,Maa Tiffin,Aurangabad,veg+nonveg,4200,136,3.42,3.92,4.2,4.2,3.93,165,0.2,4,3.38,6,5
491839fd-f2ca-44cb-b436-dad903fe0a84,Green Plate Mess,Aurangabad,veg,2212,121,4.31,5.0,3.92,4.2,4.36,153,0.29,8,3.81,5,4
8c3e2d36-b819-4f1c-88b9-395171c0888f,Annapurna Mess,Nashik,veg+nonveg,4124,70,4.25,4.31,3.73,4.55,4.21,146,0.09,12,3.74,6,2
342fb7a0-a491-4fb9-a9aa-3214b8ac16c8,Student Kitchen,Mumbai,veg+nonveg,3436,120,3.57,4.35,3.66,3.91,3.87,174,0.14,8,3.41,7,5
3229a3a0-f4f3-4afc-b088-e50a00759505,Hostel Bhojan,Pune,veg+egg,3081,131,4.27,4.13,3.98,4.2,4.14,116,0.27,6,3.6,7,6
3038d2dc-8138-47d3-9e06-1e32b30c8b90,Annapurna Mess,Shirpur,veg+nonveg,2932,85,2.98,3.64,4.14,3.95,3.68,150,0.16,2,3.14,7,3
6211955e-66ba-4f80-a072-d8f7d16db427,Fresh Plate Mess,Nashik,veg+nonveg,2401,103,4.2,4.55,4.57,4.16,4.37,39,0.29,6,3.79,6,7
f60c6cda-9ae6-4e78-afb0-af6cbc4766ac,Fresh Plate Mess,Nagpur,veg+nonveg,3963,72,4.86,4.21,4.72,4.83,4.65,163,0.04,12,4.16,7,7
24cd21c4-435a-4203-aa3d-ce9c6b9ee4e6,Annapurna Mess,Solapur,veg,4006,88,3.13,3.53,4.19,4.46,3.83,121,0.06,6,3.3,5,3
85889495-6322-42b8-b6ba-7655a1b04ea0,Student Kitchen,Mumbai,veg+nonveg,3757,43,2.49,4.44,3.44,4.02,3.6,72,0.33,11,2.98,5,2
d0eb4300-2933-4d14-8f0f-a2ddfefc0f89,Shree Mess,Pune,veg+nonveg,4316,138,3.57,3.43,3.32,4.19,3.63,10,0.18,6,3.13,5,5
51ac7af7-5d3e-4a3a-a847-7e43ffc824f8,Green Plate Mess,Nagpur,veg+egg,2218,120,3.03,4.08,3.79,4.18,3.77,79,0.06,1,3.28,6,2
990481c1-3aef-45a7-8757-c5ddb54ed1b5,Campus Tiffin,Nagpur,veg+egg,3105,130,3.96,4.57,3.43,4.15,4.03,178,0.11,7,3.58,6,1
c2b42388-d561-43dc-a789-13bc76d81aac,Fresh Plate Mess,Nagpur,veg+nonveg,2201,102,3.79,2.92,3.34,3.26,3.33,96,0.2,10,2.92,6,7
11b58695-4236-4c7f-b270-ec76d56514f0,Green Plate Mess,Nagpur,veg+egg,3163,86,3.54,3.74,3.98,3.81,3.77,132,0.21,1,3.26,5,3
08a44303-00ef-4392-b402-7498cea00141,Student Kitchen,Shirpur,veg,3029,66,4.44,3.37,4.25,3.83,3.97,178,0.07,11,3.56,6,3
90f6d538-b4de-4320-b794-e594a426d838,Student Kitchen,Aurangabad,veg+nonveg,2737,105,5.0,3.76,3.61,3.69,4.01,122,0.11,2,3.66,5,3
73bf6c1b-ffef-497b-bbef-c849422a8e2f,Student Kitchen,Aurangabad,veg,2354,105,5.0,4.12,3.69,3.87,4.17,103,0.15,3,3.77,7,1
f3953f58-0114-44c2-9129-be779b9eb946,Daily Thali,Aurangabad,veg,3725,103,4.26,4.43,3.16,4.4,4.06,130,0.23,12,3.56,7,6
b60f7d23-5d11-4060-ba5b-dc20d30406cb,Maa Tiffin,Pune,veg+egg,2585,104,3.66,4.35,4.51,4.09,4.15,66,0.28,6,3.56,5,8
884e7579-ab6c-4af6-a361-f9bc9569b9d8,Fresh Plate Mess,Pune,veg+nonveg,3006,107,3.46,4.85,3.85,3.51,3.92,50,0.52,7,3.29,7,4
971c8a12-a332-48c6-9777-88f757714fa3,HomeStyle Meals,Mumbai,veg+egg,4467,53,4.99,4.1,4.22,4.06,4.34,192,0.12,4,3.92,7,3
850e150c-5a0e-40ca-ad71-a1e990c026c5,Fresh Plate Mess,Aurangabad,veg+nonveg,3229,96,3.99,4.27,3.52,4.3,4.02,42,0.07,11,3.58,6,1
5213b97c-d148-4db7-bc21-0ca16cc0a46f,Hostel Bhojan,Pune,veg+nonveg,2232,60,4.4,4.77,3.56,3.86,4.15,83,0.02,12,3.79,7,7
3c46c4ac-09f0-445a-8ab5-8d3441f1cce5,Hostel Bhojan,Aurangabad,veg+egg,4008,114,3.68,4.32,3.55,3.73,3.82,16,0.38,1,3.26,5,8
0f2e8965-57e5-4876-a000-195bc78f3343,Fresh Plate Mess,Pune,veg+nonveg,3380,67,3.56,4.51,4.19,4.31,4.14,11,0.22,1,3.57,6,5
a4b02c02-679d-46df-895f-4e715b827a1b,Fresh Plate Mess,Mumbai,veg+egg,2896,92,3.93,4.42,4.05,4.56,4.24,110,0.09,5,3.73,6,1
6c956246-2ffc-49db-a452-2a3913a2196f,Sai Mess,Nashik,veg,3363,129,5.0,4.42,4.58,3.8,4.45,14,0.05,4,4.07,5,2
ba5bf672-0414-417a-81a3-27c4097f67cd,Sai Mess,Pune,veg+egg,3418,67,4.25,3.57,3.54,3.85,3.8,96,0.24,11,3.33,7,6
18b2ecfb-4ee5-4133-89ac-c93792f716b9,Maa Tiffin,Nashik,veg,3910,45,3.24,4.31,3.05,4.32,3.73,113,0.4,4,3.11,7,2
b420818b-14af-477f-9b35-ad66bc2c8ce6,Daily Thali,Mumbai,veg+egg,3919,82,2.52,3.65,4.34,4.26,3.69,94,0.19,5,3.08,7,6
69805167-d3d3-4fec-ba2e-ce7273d8021a,Maa Tiffin,Mumbai,veg+egg,4227,56,3.07,3.91,3.52,4.19,3.67,118,0.23,2,3.12,6,5
a2d619d7-95ba-4664-a16f-b77c273b1c28,Student Kitchen,Solapur,veg+nonveg,2714,112,3.33,3.85,2.78,3.78,3.43,67,0.07,6,3.05,6,3
6ace270a-1ece-440c-87d9-759f820262ce,Smart Mess,Pune,veg+egg,2798,132,3.8,4.16,3.83,4.6,4.1,132,0.0,8,3.64,5,6
d2257f01-441f-4234-9f79-c4267efee22d,Campus Tiffin,Aurangabad,veg+egg,2567,104,3.1,4.32,4.2,3.26,3.72,197,0.06,3,3.31,6,7
419e6c86-1e90-4f8a-b510-0bc834119c5b,HomeStyle Meals,Mumbai,veg+egg,2224,54,3.44,4.58,3.29,4.22,3.88,153,0.18,10,3.38,6,8
1b3822fe-c9a8-454d-9677-3bb73f6261aa,Fresh Plate Mess,Solapur,veg,2722,73,3.8,4.71,4.31,4.02,4.21,127,0.11,11,3.73,5,5
5f25f532-27f0-4e69-9307-2152e6d3ab2b,Annapurna Mess,Shirpur,veg+egg,3105,62,3.88,4.29,3.3,5.0,4.12,33,0.13,12,3.58,6,5
41298cfc-ccd0-4c55-8ca5-52864404cbfc,Fresh Plate Mess,Solapur,veg+nonveg,3450,112,3.78,3.72,3.24,3.76,3.62,11,0.23,11,3.16,7,1
2cc7c53f-7d3e-4554-8edd-d78174d5dfc1,Shree Mess,Aurangabad,veg+egg,3992,121,3.57,4.25,3.41,4.08,3.83,41,0.26,7,3.3,7,5
3fc24d28-c74f-460d-84be-a89b990bdbd2,Shree Mess,Mumbai,veg+nonveg,3417,88,5.0,3.76,3.44,3.54,3.93,92,0.03,11,3.64,5,2
150d6d4d-36fb-4ee8-b297-337cf37d3bc8,Sai Mess,Nagpur,veg,3548,61,2.29,3.92,3.73,4.0,3.48,194,0.1,3,2.96,5,8
bc19479f-ee66-4ae0-ba44-6a1ed7b58f6c,Student Kitchen,Mumbai,veg+egg,3931,55,4.24,3.99,4.13,4.75,4.28,186,0.22,5,3.7,5,1
1f688b89-4d10-4644-81de-bdf4089db77c,Maa Tiffin,Shirpur,veg+nonveg,2993,54,4.53,3.95,3.35,2.97,3.7,129,0.14,3,3.39,5,2
3a79b51f-d1b6-403f-9ef6-47692a2fde2f,HomeStyle Meals,Nagpur,veg+egg,2316,70,3.63,4.36,3.08,3.74,3.7,119,0.04,6,3.34,5,5
d1d71e36-6537-4240-81a0-4d8a2ef524f9,Maa Tiffin,Aurangabad,veg+nonveg,2925,133,2.81,3.94,4.18,4.13,3.76,164,0.13,6,3.22,6,2
19d45fa6-3576-4199-8b17-b269b53f7be2,Smart Mess,Nagpur,veg+nonveg,4064,118,3.85,4.3,3.69,5.0,4.21,182,0.22,4,3.61,7,6
6aeb5bd4-464b-455a-b001-8263980daf91,Annapurna Mess,Pune,veg,3603,74,4.17,4.77,3.13,4.64,4.18,97,0.18,3,3.68,7,6
3f2f1afe-5eb2-4263-8a3c-1ed324ef32d6,Maa Tiffin,Mumbai,veg+nonveg,3315,42,3.67,4.17,4.04,4.3,4.04,199,0.15,5,3.52,5,4
b1dd5465-cef5-451e-a1bc-133edf42c129,Fresh Plate Mess,Nagpur,veg,4378,60,4.51,3.57,3.09,3.65,3.7,86,0.23,8,3.3,6,7
ca69002f-62f4-41e3-a8c5-06d93af906c0,Student Kitchen,Nagpur,veg+egg,3298,111,3.16,3.65,3.57,4.12,3.62,19,0.06,6,3.16,6,4
9065857d-2faa-433a-9582-956dac17e42c,Annapurna Mess,Solapur,veg+nonveg,3732,123,4.33,2.72,4.56,4.43,4.01,14,0.17,7,3.47,5,8
bf8cc921-f18e-471a-a70f-e00ab1201abf,Sai Mess,Shirpur,veg+nonveg,2392,104,4.66,4.76,2.82,5.0,4.31,98,0.11,1,3.85,5,4
f902d89b-0f73-4019-9d4b-d69c63034739,Sai Mess,Pune,veg+nonveg,2551,116,4.89,3.42,3.29,3.62,3.8,107,0.05,4,3.5,6,2
b30ceb93-8166-4068-8119-82a03db96dea,Sai Mess,Pune,veg,2630,46,3.68,3.43,3.44,3.39,3.49,28,0.05,3,3.13,6,5
c54c5e46-62b2-4fe4-b3c7-af429cd00a1f,Shree Mess,Aurangabad,veg+egg,2473,83,4.14,2.92,3.91,3.76,3.68,54,0.2,9,3.22,5,1
20d8db5a-5903-44f3-82e0-ee8512911e70,Green Plate Mess,Shirpur,veg+egg,2255,117,3.97,3.91,3.5,4.27,3.91,124,0.04,12,3.49,5,6
5e443cdc-704f-4a09-a4e1-90743aff66da,Shree Mess,Aurangabad,veg+egg,3566,86,3.65,4.24,3.39,4.9,4.04,163,0.27,4,3.43,5,7
776ec1cd-44a7-43b0-9ce5-4675b1720d6a,Daily Thali,Shirpur,veg,3310,52,4.58,4.21,3.76,4.5,4.26,96,0.36,10,3.67,6,3
565316bc-869e-429a-8cc6-6d691143b889,Hostel Bhojan,Nagpur,veg,2596,98,3.21,4.12,3.06,4.29,3.67,187,0.23,7,3.13,5,3
7878b6a6-a85e-4362-956e-dcae49b50600,Green Plate Mess,Nashik,veg+egg,2217,141,2.44,5.0,4.3,3.65,3.85,84,0.1,11,3.34,5,4
de38f28e-0f65-4607-9242-9c80e083a71d,Sai Mess,Pune,veg,3485,62,2.73,4.08,3.45,3.6,3.47,177,0.18,11,2.98,5,7
93a892ed-7d30-44f6-8b7e-9d1095678db2,Student Kitchen,Nagpur,veg,4037,132,3.74,3.63,4.33,4.43,4.03,60,0.3,8,3.41,7,3
78c58920-4ebd-40d5-a2e5-7874f2639684,Hostel Bhojan,Mumbai,veg,2536,133,2.1,3.96,3.08,4.27,3.35,84,0.26,9,2.75,6,4
ea8c07be-1cfd-41bb-8298-1bacbc2661b7,Sai Mess,Shirpur,veg+egg,2791,144,4.11,4.66,3.71,4.43,4.23,116,0.36,6,3.62,7,1
38f6b901-3734-4fab-9a22-900a579b1921,Shree Mess,Nagpur,veg+nonveg,3815,141,3.78,4.04,4.06,3.94,3.95,16,0.16,6,3.47,7,5
1a8799fc-990a-4c84-9e7c-216ff867962c,Student Kitchen,Solapur,veg,2523,139,3.71,3.88,5.0,4.13,4.18,21,0.16,4,3.62,5,8
fcc1fd8e-8cb7-4bba-898e-30cd6a439018,Smart Mess,Nagpur,veg,3923,49,4.21,3.6,3.89,3.82,3.88,45,0.19,1,3.42,7,8
690fd2f7-e052-4b02-9f02-127638a6ddfa,Sai Mess,Nashik,veg,4424,118,4.74,4.35,4.03,3.69,4.2,72,0.12,10,3.81,7,4
b2cb7153-3108-4445-bc64-33ad4710ee1f,Annapurna Mess,Nagpur,veg+nonveg,3096,99,4.7,3.33,2.98,4.06,3.77,134,0.34,4,3.28,7,5
8c19436e-bf1b-4978-81c1-3ace7e60b823,Annapurna Mess,Mumbai,veg+nonveg,4023,59,4.14,4.8,2.95,3.95,3.96,126,0.1,8,3.57,5,5
9938b266-2229-40f1-8507-0abeddc0593c,Fresh Plate Mess,Solapur,veg,2976,127,5.0,3.98,3.45,3.75,4.04,16,0.17,11,3.66,5,3
3d9b3541-ac39-448f-a6ba-60980fe34244,Fresh Plate Mess,Solapur,veg+nonveg,3811,150,4.37,3.68,3.42,4.33,3.95,41,0.46,7,3.33,6,5
bf628988-4795-4f28-b242-4f78a9ca62f9,Campus Tiffin,Mumbai,veg+egg,3594,111,3.61,3.62,2.97,3.95,3.54,145,0.2,1,3.07,7,5
56359499-cbcd-46bf-a523-987a676fbcea,Daily Thali,Solapur,veg+egg,3347,136,4.4,3.71,4.6,4.06,4.19,32,0.24,4,3.66,7,3
086d1c53-c049-4a4d-a30e-3c2b07446bc4,Shree Mess,Aurangabad,veg+nonveg,2260,89,5.0,4.03,3.57,4.52,4.28,63,0.15,11,3.82,7,8
00e285f2-f2c8-42fa-8502-6a16ac26b07f,Hostel Bhojan,Shirpur,veg+nonveg,3120,76,4.45,4.76,3.66,4.11,4.24,98,0.42,1,3.66,7,4
5de8ced6-9dce-4def-8b9d-091503225e25,Shree Mess,Pune,veg+egg,2392,117,3.23,3.57,4.07,3.71,3.65,145,0.32,8,3.07,7,5
fac8dda4-b7f9-4d82-90ec-9db5a4afcfe8,Smart Mess,Mumbai,veg,4250,139,5.0,3.65,4.15,3.72,4.13,87,0.01,6,3.8,6,3
fe455f4a-eaa2-4b90-96cf-825e2f9b4472,Shree Mess,Nashik,veg,3768,52,3.59,4.06,3.72,4.79,4.04,31,0.27,8,3.42,6,8
fd997c42-ee3e-41fb-a40d-81f029211278,Fresh Plate Mess,Mumbai,veg+nonveg,3289,128,3.9,3.46,3.01,4.49,3.72,20,0.2,8,3.21,5,2
551fc8b7-4113-4f5a-be12-d13f83faf089,Annapurna Mess,Aurangabad,veg+nonveg,3144,94,4.7,4.03,4.14,4.42,4.32,143,0.06,3,3.88,7,7
66e741f4-8eb2-43db-8472-ac048ecbbbfa,Smart Mess,Aurangabad,veg+nonveg,4306,110,4.45,3.52,3.31,4.29,3.89,175,0.23,3,3.41,6,4
a1200236-b450-42d2-8451-f45487d9a1a5,Fresh Plate Mess,Nashik,veg,2308,134,3.08,4.23,4.34,4.13,3.94,65,0.13,7,3.4,7,3
a266d4ee-af3d-4519-9439-da5b24bc7521,HomeStyle Meals,Nashik,veg+nonveg,2532,83,4.94,4.14,4.44,3.43,4.24,71,0.31,1,3.76,6,3
987b3f9a-3b15-4700-aab0-2391b001043a,Fresh Plate Mess,Nagpur,veg,3207,117,3.35,4.33,3.47,3.75,3.72,128,0.12,7,3.28,6,2
0a9b6fcf-6990-4481-8717-3369fac5e582,Campus Tiffin,Nashik,veg+egg,4413,69,4.14,4.57,4.19,4.66,4.39,125,0.11,6,3.87,7,6
d148ae11-680f-453b-b1ec-2ab9e3069414,Sai Mess,Aurangabad,veg,3551,54,3.89,4.25,4.11,4.3,4.14,188,0.03,10,3.68,7,7
3bc2c06c-a954-4176-b2cc-639278c908ab,Green Plate Mess,Pune,veg,4057,42,4.36,4.21,3.81,3.95,4.08,162,0.21,9,3.61,7,7
17e1c71e-a156-4ec0-9e40-6cc328820d30,Campus Tiffin,Solapur,veg+nonveg,4124,98,3.28,3.79,3.87,3.6,3.64,38,0.47,7,3.01,5,3
8ae28b9a-2b91-4797-a256-4701446ad0fc,Sai Mess,Pune,veg+nonveg,4055,124,4.2,3.71,3.21,3.46,3.65,120,0.21,6,3.24,5,4
a7cdee42-903c-4891-bc3a-989f7266ec69,Student Kitchen,Nagpur,veg+nonveg,2562,148,4.47,3.3,3.59,4.11,3.87,21,0.24,8,3.38,7,3
b44e03db-07fd-48e9-840e-00d240f20e43,Sai Mess,Mumbai,veg,4319,79,3.13,3.47,4.42,4.09,3.78,109,0.09,12,3.26,6,7
0fdcbc84-f763-4c3e-8b4a-3ecbdc114b04,Smart Mess,Solapur,veg+egg,4160,84,2.67,3.11,3.13,4.4,3.33,191,0.04,11,2.84,5,5
006216a1-32d2-4fd4-868e-de7b5239b3a6,Campus Tiffin,Aurangabad,veg,3962,46,3.42,3.54,3.97,4.24,3.79,80,0.08,9,3.3,5,8
67be794d-1929-4029-a681-8abfc95aa21b,Shree Mess,Shirpur,veg+egg,2405,60,4.43,4.44,3.01,4.35,4.06,161,0.04,4,3.67,6,5
8ba0193b-2b9e-433c-921f-ea656d466fbb,Hostel Bhojan,Shirpur,veg,2465,134,4.49,3.14,4.74,3.85,4.06,90,0.35,4,3.48,6,3
38a98124-0d43-4c50-8153-bad582c437aa,Daily Thali,Shirpur,veg,4088,70,3.58,3.87,3.53,3.3,3.57,64,0.36,8,3.06,6,7
4810e55d-f729-4b94-8cc3-4c18383bed92,Campus Tiffin,Pune,veg+nonveg,2414,50,3.38,4.24,4.19,3.75,3.89,46,0.13,11,3.41,6,2
7b4d9a6d-0294-4156-b51f-bfde87727b36,Maa Tiffin,Nagpur,veg+nonveg,3233,62,3.15,4.08,3.8,3.83,3.72,154,0.12,8,3.24,7,1
da283876-be01-4a6c-b9c7-407f0ecb68b1,Shree Mess,Solapur,veg+egg,3504,72,3.62,4.2,3.54,4.4,3.94,184,0.26,7,3.37,6,6
f08e2623-2ef3-4111-9a43-2e7fdf5769f3,Fresh Plate Mess,Shirpur,veg+nonveg,2840,50,4.74,3.48,4.26,3.45,3.98,115,0.51,8,3.41,5,1
10194b98-7fcc-4d02-97c1-1adbcb211dfb,HomeStyle Meals,Nagpur,veg+egg,2777,50,3.5,3.23,2.93,4.05,3.43,155,0.31,5,2.9,5,5
91bf9804-41a3-4e7b-a349-37f4bbcb3c88,Daily Thali,Solapur,veg+nonveg,2913,146,3.74,3.57,3.7,4.69,3.93,172,0.13,4,3.39,7,4
7fa3e9aa-526d-40dd-98b8-7b723779273d,HomeStyle Meals,Nashik,veg,3278,139,5.0,3.37,3.8,4.6,4.19,98,0.08,9,3.75,7,5
945be01b-b33e-41cd-a496-f55d255c0b56,Annapurna Mess,Solapur,veg,4147,129,3.83,4.06,3.75,4.13,3.94,92,0.35,3,3.36,5,1
6c5acdb8-cbd6-442d-b031-ee6ecac979f2,Daily Thali,Solapur,veg+egg,2577,106,4.73,3.21,3.93,3.59,3.86,31,0.1,3,3.5,5,6
7899bca7-b870-4583-9461-b29b5880f103,Campus Tiffin,Pune,veg+egg,3381,113,3.07,4.14,3.03,4.04,3.57,154,0.15,7,3.09,5,7
7151d711-66a1-44a5-9d87-311142f2911c,Sai Mess,Aurangabad,veg+egg,3741,104,3.38,4.0,3.06,4.27,3.68,86,0.05,4,3.24,5,4
32482841-9bd4-4afa-b42f-03b878528b3b,Maa Tiffin,Pune,veg,2260,145,4.27,3.8,4.69,4.77,4.38,71,0.3,1,3.73,5,1
697a3e56-0bc8-46b8-a7d7-7a0775bddde4,Annapurna Mess,Aurangabad,veg+nonveg,3063,112,3.26,5.0,3.5,3.59,3.84,87,0.18,1,3.38,5,5
e89622ed-f544-4712-a3e8-8da2c67d90ab,Sai Mess,Shirpur,veg,2697,61,3.43,4.02,3.08,4.43,3.74,134,0.21,10,3.21,7,3
05b98851-84fb-4100-b860-a3b45150d998,Green Plate Mess,Nashik,veg+nonveg,3785,97,4.46,4.28,3.03,4.6,4.09,32,0.13,11,3.64,5,3
2923a4ee-65c6-4f50-930e-cf1b94cd0333,Fresh Plate Mess,Nagpur,veg+nonveg,3639,93,3.59,4.03,4.25,4.14,4.0,53,0.49,1,3.31,5,4
7a25a6eb-8c46-4963-aed7-76145c3231fd,HomeStyle Meals,Pune,veg,4252,118,3.77,4.55,3.64,4.01,3.99,138,0.13,12,3.53,6,6
82bfe72d-6308-4d4e-857c-6c1a2a449c06,Daily Thali,Pune,veg+nonveg,2649,84,3.63,4.17,3.51,4.54,3.96,184,0.07,5,3.48,6,1
6fe9ccc6-b9ca-4241-98ef-e976b003179e,Student Kitchen,Nashik,veg+nonveg,3621,42,4.17,3.94,2.75,3.8,3.66,144,0.37,3,3.17,5,3
71d0c84d-aa46-41af-9568-e33ebc10d5f8,Daily Thali,Solapur,veg+nonveg,2483,83,3.67,4.69,3.53,4.71,4.15,71,0.34,11,3.52,6,3
a6f52964-41f3-4491-95d5-7851d96f0e4b,Daily Thali,Pune,veg,2351,118,3.14,3.55,3.04,3.92,3.41,136,0.13,2,2.96,7,2
23a9fc2c-a4ca-4a02-ad7d-69b8867a7843,Daily Thali,Nashik,veg,4000,103,4.21,3.75,3.21,4.0,3.79,94,0.03,9,3.43,5,1
3ce36e4b-0213-4760-a0b4-f0bf2db02dc7,HomeStyle Meals,Nagpur,veg+nonveg,4004,142,3.88,3.1,3.22,3.93,3.53,75,0.2,8,3.07,6,7
5af47705-d328-486a-9532-9aa77174abaf,Maa Tiffin,Aurangabad,veg+nonveg,4062,102,4.18,4.58,4.29,3.77,4.2,107,0.28,6,3.68,7,4
b90e48b8-b44c-4f3e-a3f9-046a782bf63c,Sai Mess,Aurangabad,veg+nonveg,3312,77,4.81,3.49,4.07,3.41,3.94,136,0.13,2,3.58,6,5
ea0f2bea-b5c4-4d60-a564-cbd05069ae92,Campus Tiffin,Solapur,veg+egg,2772,86,3.79,3.37,3.66,3.87,3.67,119,0.41,1,3.09,5,7
5c9a46af-8d82-4903-af26-5b8d2d0eb3fb,Smart Mess,Aurangabad,veg,3728,147,3.74,3.44,3.18,4.27,3.66,109,0.03,3,3.24,6,3
be9fec62-61e3-4086-9325-39150245f208,Annapurna Mess,Solapur,veg,4129,117,3.68,5.0,3.25,3.92,3.96,140,0.28,3,3.45,5,8
b1aba29a-e200-4667-97dd-276844498d79,Shree Mess,Shirpur,veg+nonveg,2965,114,4.58,4.25,3.77,4.27,4.22,133,0.46,3,3.6,5,5
71574bf3-460c-4f01-acb5-26184ed4f710,Student Kitchen,Aurangabad,veg+nonveg,4171,150,3.4,3.94,3.21,3.97,3.63,190,0.07,9,3.21,7,8
05b88a7b-f4fa-49c0-8b91-2be3fadc195e,Green Plate Mess,Nashik,veg+egg,2646,141,3.62,4.37,4.16,4.39,4.14,115,0.18,4,3.58,6,2
752920e9-9d88-4f01-9c50-02876749d317,HomeStyle Meals,Shirpur,veg,4023,131,4.49,3.31,3.64,4.09,3.88,182,0.27,4,3.38,6,5
6039e87f-f270-4db1-a3a1-60d74bbfc5cc,Fresh Plate Mess,Pune,veg+egg,3794,40,4.52,4.45,4.35,4.08,4.35,59,0.1,6,3.9,7,1
9dd7ca37-a7fc-4096-b906-4cbcfb8e0984,HomeStyle Meals,Mumbai,veg,2322,80,4.06,4.08,4.12,4.06,4.08,32,0.34,7,3.5,5,3
74dd2a6e-1816-422b-8f58-29b6b4ce8bd1,Fresh Plate Mess,Aurangabad,veg+egg,3528,89,4.43,4.42,3.51,4.21,4.14,180,0.05,6,3.74,5,8
16f59670-c549-40a1-809b-2a293f14181d,Shree Mess,Mumbai,veg+nonveg,2804,66,4.93,4.22,3.44,4.21,4.2,22,0.05,11,3.83,5,5
20cc0e2d-6bc8-4296-ac2a-8fe693500811,Shree Mess,Solapur,veg+nonveg,2224,149,4.11,4.52,3.8,4.09,4.13,62,0.13,5,3.67,5,6
fd97db6a-5b3b-46d3-ad4a-ec64292d4705,Fresh Plate Mess,Nashik,veg+egg,3391,63,4.81,3.47,3.6,4.14,4.0,19,0.28,11,3.51,6,8
bcf314d7-6f6c-4aae-bc48-e93cd4bc8a83,Daily Thali,Aurangabad,veg+egg,3988,116,3.03,3.34,4.13,3.45,3.49,36,0.26,4,2.96,7,7
7d528318-b705-48cd-899e-b1986cb859f6,Student Kitchen,Pune,veg,3581,44,3.15,4.45,3.17,4.42,3.8,108,0.16,9,3.27,7,6
708a3a2a-429c-4d87-849d-332189ab880d,Green Plate Mess,Solapur,veg+nonveg,2794,146,3.5,3.52,4.1,4.95,4.02,49,0.44,10,3.27,7,2
6cfd68a7-820c-4a18-9eb2-b4ab5fcc5902,Green Plate Mess,Mumbai,veg+nonveg,3825,106,4.1,4.18,4.28,4.32,4.22,42,0.21,4,3.67,5,4
0a6a8914-ce60-48e8-8c6a-1d91174d6f56,Maa Tiffin,Shirpur,veg+egg,2952,105,2.97,4.33,3.37,4.48,3.79,68,0.28,2,3.18,6,5
878a1366-25ce-4a3c-8613-316289403069,Daily Thali,Nagpur,veg,2288,80,3.08,4.46,3.65,4.17,3.84,175,0.13,5,3.33,5,2
429c1466-1f86-4ac4-b02c-1e918745c7ad,Smart Mess,Shirpur,veg+egg,2559,115,4.02,3.23,3.17,3.46,3.47,169,0.6,5,2.87,7,3
a5c0fdce-6494-4260-b8d9-8cdd1e431566,Sai Mess,Mumbai,veg+nonveg,4032,85,3.28,3.81,3.52,4.62,3.81,39,0.45,8,3.11,5,5
ede2b426-3cf6-4047-9f47-80c7c5060562,Smart Mess,Shirpur,veg+egg,2450,51,2.6,3.59,3.4,4.54,3.53,40,0.16,6,2.96,5,2
5dff2fa8-4da1-4237-8338-76d8f8085ede,Shree Mess,Shirpur,veg,3810,109,4.3,4.32,3.12,4.38,4.03,155,0.24,2,3.53,6,7
9760ffde-7b67-471f-b8ef-e23cdf29f698,Daily Thali,Solapur,veg+egg,3220,98,5.0,3.74,3.42,4.05,4.05,24,0.33,9,3.56,7,4
8304bd1a-1f50-446d-a64a-f589afeeb8e7,Hostel Bhojan,Pune,veg+egg,4306,53,3.84,4.85,3.56,4.01,4.06,155,0.17,2,3.59,6,8
40dbee69-7e88-499c-bf97-b0e16d1a640e,Annapurna Mess,Nashik,veg,3690,125,4.72,4.22,3.95,3.83,4.18,88,0.08,5,3.8,5,4
49cfa3f2-05da-4708-9abc-65166248e02d,Campus Tiffin,Aurangabad,veg+nonveg,2744,139,3.51,4.03,3.9,3.93,3.84,180,0.44,6,3.21,6,1
f56a8b35-5f95-45a6-830e-9917b97c32fe,Annapurna Mess,Pune,veg+egg,3787,69,3.12,3.61,4.64,4.49,3.97,149,0.05,12,3.41,7,6
b31357b8-91eb-4e7f-a8be-07d93a000e66,Sai Mess,Mumbai,veg+egg,4229,130,4.95,5.0,4.73,3.57,4.56,82,0.01,12,4.21,5,4
